Symbol;Entrez;Genetype
CASZ1;54897;protein-coding
PKDREJ;10343;protein-coding
HABP4;22927;protein-coding
SLC35D2;11046;protein-coding
PRRG1;5638;protein-coding
UBA1;7317;protein-coding
POLN;353497;protein-coding
PPIL4;85313;protein-coding
ULBP2;80328;protein-coding
AKAP12;9590;protein-coding
SYNE1;23345;protein-coding
ULBP3;79465;protein-coding
LATS1;9113;protein-coding
EPS8L1;54869;protein-coding
AAR2;25980;protein-coding
RBM39;9584;protein-coding
ZNF341;84905;protein-coding
GGT7;2686;protein-coding
ACSS2;55902;protein-coding
EDA2R;60401;protein-coding
ARHGEF9;23229;protein-coding
C1QL1;10882;protein-coding
GFAP;2670;protein-coding
ATP6V1E1;529;protein-coding
ZNF227;7770;protein-coding
ZNF428;126299;protein-coding
ZNF141;7700;protein-coding
COX4I1;1327;protein-coding
EMC8;10328;protein-coding
GSE1;23199;protein-coding
GINS2;51659;protein-coding
CHMP1A;5119;protein-coding
SH3BGRL;6451;protein-coding
COX7B;1349;protein-coding
F12;2161;protein-coding
PRR7;80758;protein-coding
NFATC1;4772;protein-coding
CAP1;10487;protein-coding
PPT1;5538;protein-coding
RAB11FIP4;84440;protein-coding
RLIM;51132;protein-coding
ABCB7;22;protein-coding
TRAF3;7187;protein-coding
HAUS8;93323;protein-coding
MRPS25;64432;protein-coding
SH3BP5;9467;protein-coding
HACL1;26061;protein-coding
TBC1D5;9779;protein-coding
CAPN7;23473;protein-coding
RFTN1;23180;protein-coding
RBSN;64145;protein-coding
SLC6A6;6533;protein-coding
KCNC3;3748;protein-coding
NAPSA;9476;protein-coding
NR1H2;7376;protein-coding
PDLIM4;8572;protein-coding
KIF3A;11127;protein-coding
MGAT1;4245;protein-coding
GFPT2;9945;protein-coding
TUBG1;7283;protein-coding
PSME3;10197;protein-coding
RPL27;6155;protein-coding
PSMC3IP;29893;protein-coding
AOC3;8639;protein-coding
ACLY;47;protein-coding
VPS25;84313;protein-coding
AOC2;314;protein-coding
NDUFA2;4695;protein-coding
ANKHD1;54882;protein-coding
DIAPH1;1729;protein-coding
NDFIP1;80762;protein-coding
UBE2D2;7322;protein-coding
EXOC4;60412;protein-coding
ACAP3;116983;protein-coding
C1orf159;54991;protein-coding
ANO1;55107;protein-coding
PPFIA1;8500;protein-coding
KREMEN2;79412;protein-coding
THOC6;79228;protein-coding
TRAF7;84231;protein-coding
NINJ1;4814;protein-coding
NPHP4;261734;protein-coding
MAP1B;4131;protein-coding
RHOXF2;84528;protein-coding
IL13RA1;3597;protein-coding
WDR44;54521;protein-coding
CKMT2;1160;protein-coding
ZCCHC9;84240;protein-coding
KRT34;3885;protein-coding
TNS4;84951;protein-coding
TOP2A;7153;protein-coding
STARD3;10948;protein-coding
RARA;5914;protein-coding
KHDRBS3;10656;protein-coding
CHD1L;9557;protein-coding
PEX11B;8799;protein-coding
FMO5;2330;protein-coding
PIAS3;10401;protein-coding
PRKAB2;5565;protein-coding
PDHA1;5160;protein-coding
MCCC2;64087;protein-coding
ZNF304;57343;protein-coding
ZSCAN5A;79149;protein-coding
ZNF132;7691;protein-coding
SELENOS;55829;protein-coding
CHSY1;22856;protein-coding
SNRPA1;6627;protein-coding
LLGL1;3996;protein-coding
LIN28A;79727;protein-coding
THAP1;55145;protein-coding
RHPN2;85415;protein-coding
C19orf12;83636;protein-coding
FAAP24;91442;protein-coding
ACTR10;55860;protein-coding
ABHD12B;145447;protein-coding
GCH1;2643;protein-coding
LGALS3;3958;protein-coding
PODNL1;79883;protein-coding
DNAJB1;3337;protein-coding
ZSWIM4;65249;protein-coding
FBXW9;84261;protein-coding
RFX1;5989;protein-coding
ZNF20;7568;protein-coding
BRME1;79173;protein-coding
DCAF15;90379;protein-coding
CC2D1A;54862;protein-coding
RTBDN;83546;protein-coding
MATN3;4148;protein-coding
TRIM21;6737;protein-coding
SPATA6;54558;protein-coding
LRRC41;10489;protein-coding
CCT6B;10693;protein-coding
DHX30;22907;protein-coding
RAF1;5894;protein-coding
SLC6A11;6538;protein-coding
PPARG;5468;protein-coding
NUP210;23225;protein-coding
FCRLA;84824;protein-coding
HSD17B7;51478;protein-coding
ENOSF1;55556;protein-coding
EMILIN2;84034;protein-coding
SLX1A;548593;protein-coding
ARFIP2;23647;protein-coding
TRIM5;85363;protein-coding
TRIM22;10346;protein-coding
RRP8;23378;protein-coding
TIMM10B;26515;protein-coding
EFR3A;23167;protein-coding
PTCD3;55037;protein-coding
IMMT;10989;protein-coding
MRPL35;51318;protein-coding
ILKAP;80895;protein-coding
PER2;8864;protein-coding
RAMP1;10267;protein-coding
SCLY;51540;protein-coding
PTPRE;5791;protein-coding
RAN;5901;protein-coding
PRKAA1;5562;protein-coding
CARD6;84674;protein-coding
RAP1GAP2;23108;protein-coding
CLUH;23277;protein-coding
INPP5K;51763;protein-coding
MYBBP1A;10514;protein-coding
RPA1;6117;protein-coding
SERPINF1;5176;protein-coding
UBE2G1;7326;protein-coding
EEFSEC;60678;protein-coding
TBC1D14;57533;protein-coding
TMEM128;85013;protein-coding
COQ3;51805;protein-coding
PNISR;25957;protein-coding
POPDC3;64208;protein-coding
SEC61G;23480;protein-coding
LANCL2;55915;protein-coding
FIGNL1;63979;protein-coding
GRSF1;2926;protein-coding
ANKRD17;26057;protein-coding
UTP3;57050;protein-coding
ITGB4;3691;protein-coding
WBP2;23558;protein-coding
H3-3B;3021;protein-coding
UNK;85451;protein-coding
TRIM47;91107;protein-coding
ZRANB2;9406;protein-coding
EIF5A;1984;protein-coding
KDM6B;23135;protein-coding
SLC52A1;55065;protein-coding
GUCY2D;3000;protein-coding
GPS2;2874;protein-coding
XAF1;54739;protein-coding
DLG4;1742;protein-coding
RIDA;10247;protein-coding
VPS13B;157680;protein-coding
MATN2;4147;protein-coding
REEP2;51308;protein-coding
PCBD2;84105;protein-coding
SDF2;6388;protein-coding
FLOT2;2319;protein-coding
ERAL1;26284;protein-coding
PRMT7;54496;protein-coding
NIP7;51388;protein-coding
TERF2;7014;protein-coding
VPS4A;27183;protein-coding
MTSS2;92154;protein-coding
HSPA12B;116835;protein-coding
ANKEF1;63926;protein-coding
PCED1A;64773;protein-coding
BTBD3;22903;protein-coding
PCNA;5111;protein-coding
NXT1;29107;protein-coding
POLR3F;10621;protein-coding
RIN2;54453;protein-coding
PTPRA;5786;protein-coding
DAP3;7818;protein-coding
RHBG;57127;protein-coding
KHDC4;22889;protein-coding
ATP1A4;480;protein-coding
NES;10763;protein-coding
BCAN;63827;protein-coding
ARHGEF11;9826;protein-coding
RAB25;57111;protein-coding
DCAF8;50717;protein-coding
SYT11;23208;protein-coding
IGHMBP2;3508;protein-coding
ALDH3B2;222;protein-coding
TESMIN;9633;protein-coding
MMACHC;25974;protein-coding
DPH2;1802;protein-coding
TOE1;114034;protein-coding
NASP;4678;protein-coding
MUTYH;4595;protein-coding
CTNNBL1;56259;protein-coding
LPIN3;64900;protein-coding
ZSWIM3;140831;protein-coding
RBM38;55544;protein-coding
VSTM2L;128434;protein-coding
OSER1;51526;protein-coding
SERINC3;10955;protein-coding
PPP1R3D;5509;protein-coding
BHMT2;23743;protein-coding
AP3B1;8546;protein-coding
ZBED3;84327;protein-coding
PATJ;10207;protein-coding
KANK4;163782;protein-coding
FBXO44;93611;protein-coding
CPLANE2;79363;protein-coding
CASP9;842;protein-coding
DCTN4;51164;protein-coding
ATP8A2;51761;protein-coding
MTUS2;23281;protein-coding
ZMYM5;9205;protein-coding
USPL1;10208;protein-coding
XPO4;64328;protein-coding
POMP;51371;protein-coding
CDK8;1024;protein-coding
ALOX5AP;241;protein-coding
WASF3;10810;protein-coding
RNF17;56163;protein-coding
CHRM3;1131;protein-coding
MYH10;4628;protein-coding
PEMT;10400;protein-coding
SCO1;6341;protein-coding
MPRIP;23164;protein-coding
CHI3L1;1116;protein-coding
PIK3C2B;5287;protein-coding
DSTYK;25778;protein-coding
SLC41A1;254428;protein-coding
LGR6;59352;protein-coding
TMCC2;9911;protein-coding
DCLK1;9201;protein-coding
COG6;57511;protein-coding
SPART;23111;protein-coding
EPSTI1;94240;protein-coding
TRPC4;7223;protein-coding
POSTN;10631;protein-coding
RFXAP;5994;protein-coding
TPT1;7178;protein-coding
GPALPP1;55425;protein-coding
RFC3;5983;protein-coding
STARD13;90627;protein-coding
IRS4;8471;protein-coding
MORC4;79710;protein-coding
BEX2;84707;protein-coding
RNF128;79589;protein-coding
TBC1D8B;54885;protein-coding
TCEAL4;79921;protein-coding
VCF1;84923;protein-coding
SLC39A11;201266;protein-coding
EPHB2;2048;protein-coding
SRRM1;10250;protein-coding
BTBD2;55643;protein-coding
KMT5C;84787;protein-coding
ZNF414;84330;protein-coding
HSPBP1;23640;protein-coding
CSNK1G2;1455;protein-coding
SLF1;84250;protein-coding
CNDP2;55748;protein-coding
MACROD1;28992;protein-coding
WDR74;54663;protein-coding
LGALS12;85329;protein-coding
RTN3;10313;protein-coding
PLAAT4;5920;protein-coding
PLAAT2;54979;protein-coding
MYH11;4629;protein-coding
CEP20;123811;protein-coding
MED10;84246;protein-coding
PDZD2;23037;protein-coding
MORC2;22880;protein-coding
LARGE1;9215;protein-coding
GSTT2B;653689;protein-coding
MYO18B;84700;protein-coding
SLC2A11;66035;protein-coding
C1QTNF6;114904;protein-coding
FAM83F;113828;protein-coding
SEC14L4;284904;protein-coding
ADCK2;90956;protein-coding
MKRN1;23608;protein-coding
AGAP3;116988;protein-coding
KRBA1;84626;protein-coding
ACTR3B;57180;protein-coding
NTS;4922;protein-coding
BTG1;694;protein-coding
LRRIQ1;84125;protein-coding
RLIG1;91298;protein-coding
ATP13A3;79572;protein-coding
TMEM254;80195;protein-coding
TMTC1;83857;protein-coding
KRAS;3845;protein-coding
IPO8;10526;protein-coding
LARS1;51520;protein-coding
SPINK5;11005;protein-coding
IMPA1;3612;protein-coding
LRRCC1;85444;protein-coding
E2F5;1875;protein-coding
CCDC59;29080;protein-coding
SWAP70;23075;protein-coding
BMAL1;406;protein-coding
LYVE1;10894;protein-coding
AMPD3;272;protein-coding
SBF2;81846;protein-coding
MICAL2;9645;protein-coding
RRAS2;22800;protein-coding
HSD17B4;3295;protein-coding
ZFC3H1;196441;protein-coding
TEX15;56154;protein-coding
SARAF;51669;protein-coding
RNF122;79845;protein-coding
DPF2;5977;protein-coding
MEN1;4221;protein-coding
ERG28;11161;protein-coding
DGLUCY;80017;protein-coding
UNC79;57578;protein-coding
NUMB;8650;protein-coding
COX16;51241;protein-coding
TTC9;23508;protein-coding
MED6;10001;protein-coding
EIF2S1;1965;protein-coding
LOXL2;4017;protein-coding
ELP3;55140;protein-coding
CTIF;9811;protein-coding
MBD2;8932;protein-coding
IER3IP1;51124;protein-coding
KGD4;92259;protein-coding
CCNB1;891;protein-coding
CDK7;1022;protein-coding
CD180;4064;protein-coding
IRAK2;3656;protein-coding
CAMK1;8536;protein-coding
THUMPD3;25917;protein-coding
VHL;7428;protein-coding
BHLHE40;8553;protein-coding
ARL8B;55207;protein-coding
EDEM1;9695;protein-coding
MEIS2;4212;protein-coding
DPH6;89978;protein-coding
KATNBL1;79768;protein-coding
EMC7;56851;protein-coding
GSTM1;2944;protein-coding
PRPF38B;55119;protein-coding
TSPAN2;10100;protein-coding
GSTM5;2949;protein-coding
GSTM3;2947;protein-coding
SYT6;148281;protein-coding
VAV3;10451;protein-coding
PSRC1;84722;protein-coding
PTPN22;26191;protein-coding
SORT1;6272;protein-coding
WNT2B;7482;protein-coding
PTGFRN;5738;protein-coding
LAMTOR5;10542;protein-coding
NOTCH2;4853;protein-coding
TRIM45;80263;protein-coding
CEPT1;10390;protein-coding
CD101;9398;protein-coding
VTCN1;79679;protein-coding
NGF;4803;protein-coding
AP4B1;10717;protein-coding
NAPG;8774;protein-coding
SPIRE1;56907;protein-coding
PPHLN1;51535;protein-coding
FKBP11;51303;protein-coding
ARF3;377;protein-coding
TMEM106C;79022;protein-coding
SLC38A2;54407;protein-coding
YWHAQ;10971;protein-coding
KIDINS220;57498;protein-coding
GRHL1;29841;protein-coding
ROCK2;9475;protein-coding
RSAD2;91543;protein-coding
MYCN;4613;protein-coding
LPIN1;23175;protein-coding
CMPK2;129607;protein-coding
IAH1;285148;protein-coding
LDHA;3939;protein-coding
SAA2;6289;protein-coding
ANO3;63982;protein-coding
IL6ST;3572;protein-coding
FST;10468;protein-coding
CFHR4;10877;protein-coding
NAV1;89796;protein-coding
CDC73;79577;protein-coding
TIMM17A;10440;protein-coding
RPS15A;6210;protein-coding
NARS1;4677;protein-coding
RELCH;57614;protein-coding
FBH1;84893;protein-coding
RBM17;84991;protein-coding
ANKRD16;54522;protein-coding
ECHDC3;79746;protein-coding
IL15RA;3601;protein-coding
CCNH;902;protein-coding
TMEM241;85019;protein-coding
KCTD1;284252;protein-coding
CABLES1;91768;protein-coding
DOCK2;1794;protein-coding
EMP1;2012;protein-coding
RERG;85004;protein-coding
KLRD1;3824;protein-coding
SPX;80763;protein-coding
LRP4;4038;protein-coding
MYBPC3;4607;protein-coding
DDB2;1643;protein-coding
ACP2;53;protein-coding
RTL8C;8933;protein-coding
RAB33A;9363;protein-coding
RBMX2;51634;protein-coding
STK26;51765;protein-coding
PIWIL4;143689;protein-coding
PUM1;9698;protein-coding
SPOCD1;90853;protein-coding
YARS1;8565;protein-coding
PHC2;1912;protein-coding
CDCA8;55143;protein-coding
GNL2;29889;protein-coding
AGO4;192670;protein-coding
HOOK1;51361;protein-coding
CYP2J2;1573;protein-coding
BTF3L4;91408;protein-coding
TUT4;23318;protein-coding
PRPF38A;84950;protein-coding
DSC2;1824;protein-coding
DSG3;1830;protein-coding
RNF138;51444;protein-coding
ELP2;55250;protein-coding
DSG1;1828;protein-coding
DSC3;1825;protein-coding
DSC1;1823;protein-coding
DTNA;1837;protein-coding
FHOD3;80206;protein-coding
TPGS2;25941;protein-coding
DAGLA;747;protein-coding
SLC43A3;29015;protein-coding
TIMM10;26519;protein-coding
DHX34;9704;protein-coding
FADS2;9415;protein-coding
TMEM258;746;protein-coding
TMEM165;55858;protein-coding
CLOCK;9575;protein-coding
PDGFRA;5156;protein-coding
GGACT;87769;protein-coding
COL4A2;1284;protein-coding
CLDN10;9071;protein-coding
DZIP1;22873;protein-coding
UBAC2;337867;protein-coding
ARGLU1;55082;protein-coding
BIVM;54841;protein-coding
ERCC5;2073;protein-coding
TPP2;7174;protein-coding
POGLUT2;79070;protein-coding
CARS2;79587;protein-coding
ARHGAP32;9743;protein-coding
STT3A;3703;protein-coding
ACRV1;56;protein-coding
ETS1;2113;protein-coding
SLC37A2;219855;protein-coding
KLB;152831;protein-coding
TMED7;51014;protein-coding
APC;324;protein-coding
NREP;9315;protein-coding
WDR36;134430;protein-coding
OSTF1;26578;protein-coding
RFK;55312;protein-coding
UBQLN1;29979;protein-coding
NAA35;60560;protein-coding
C9orf40;55071;protein-coding
ANXA1;301;protein-coding
CTSL;1514;protein-coding
CEMIP2;23670;protein-coding
AGTPBP1;23287;protein-coding
GOLM1;51280;protein-coding
ENTREP1;9413;protein-coding
PSAT1;29968;protein-coding
ISCA1;81689;protein-coding
ADAM19;8728;protein-coding
HAVCR2;84868;protein-coding
CCNJL;79616;protein-coding
TAOK3;51347;protein-coding
USP30;84749;protein-coding
MSI1;4440;protein-coding
FBXO21;23014;protein-coding
TBX3;6926;protein-coding
OASL;8638;protein-coding
HRK;8739;protein-coding
RNFT2;84900;protein-coding
P2RX4;5025;protein-coding
BICDL1;92558;protein-coding
TRAFD1;10906;protein-coding
DMTF1;9988;protein-coding
TMEM243;79161;protein-coding
CCDC146;57639;protein-coding
TMEM60;85025;protein-coding
CD36;948;protein-coding
PNPLA8;50640;protein-coding
HILPDA;29923;protein-coding
GARIN1B;84691;protein-coding
RINT1;60561;protein-coding
SRPK2;6733;protein-coding
KCP;375616;protein-coding
TES;26136;protein-coding
MDFIC;29969;protein-coding
MTO1;25821;protein-coding
ADGRB3;577;protein-coding
ANKRD6;22881;protein-coding
KHDC1;80759;protein-coding
CEP162;22832;protein-coding
SYNCRIP;10492;protein-coding
SNX14;57231;protein-coding
NT5E;4907;protein-coding
MRAP2;112609;protein-coding
AKIRIN2;55122;protein-coding
ORC3;23595;protein-coding
LCA5;167691;protein-coding
MAP3K7;6885;protein-coding
CGA;1081;protein-coding
PRR5L;79899;protein-coding
LMO2;4005;protein-coding
PHF21A;51317;protein-coding
NAT10;55226;protein-coding
EHF;26298;protein-coding
ELF5;2001;protein-coding
PRRG4;79056;protein-coding
CAPRIN1;4076;protein-coding
ATP5MC2;517;protein-coding
DNAJC14;85406;protein-coding
CD63;967;protein-coding
AVIL;10677;protein-coding
AMHR2;269;protein-coding
GDF11;10220;protein-coding
GLS2;27165;protein-coding
ITGA7;3679;protein-coding
FAM186B;84070;protein-coding
RDH5;5959;protein-coding
AGAP2;116986;protein-coding
BLOC1S1;2647;protein-coding
CDK4;1019;protein-coding
PPP1R1A;5502;protein-coding
TROAP;10024;protein-coding
TSPAN31;6302;protein-coding
B4GALNT1;2583;protein-coding
TFCP2;7024;protein-coding
COQ10A;93058;protein-coding
PAN2;9924;protein-coding
ESPL1;9700;protein-coding
KRT7;3855;protein-coding
ZC3H10;84872;protein-coding
HNRNPA1;3178;protein-coding
ACVR1B;91;protein-coding
OS9;10956;protein-coding
KCNH3;23416;protein-coding
LTV1;84946;protein-coding
MAP7;9053;protein-coding
CD164;8763;protein-coding
AFG1L;246269;protein-coding
NHSL1;57224;protein-coding
AHI1;54806;protein-coding
PKIB;5570;protein-coding
SMPD2;6610;protein-coding
MICAL1;64780;protein-coding
REPS1;85021;protein-coding
STX11;8676;protein-coding
TEC;7006;protein-coding
PRADC1;84279;protein-coding
SEMA4F;10505;protein-coding
CCT7;10574;protein-coding
EGR4;1961;protein-coding
RAB11FIP5;26056;protein-coding
SMYD5;10322;protein-coding
DYSF;8291;protein-coding
CCDC142;84865;protein-coding
EMX1;2016;protein-coding
KCNMB4;27345;protein-coding
USP15;9958;protein-coding
GNS;2799;protein-coding
CPM;1368;protein-coding
MDM2;4193;protein-coding
KLHL36;79786;protein-coding
BCO1;53630;protein-coding
MPHOSPH6;10200;protein-coding
KIAA0513;9764;protein-coding
DYNC1LI2;1783;protein-coding
FBXL8;55336;protein-coding
FHOD1;29109;protein-coding
CCDC102A;92922;protein-coding
SLC9A5;6553;protein-coding
PCNX2;80003;protein-coding
KCNK1;3775;protein-coding
URB2;9816;protein-coding
EGLN1;54583;protein-coding
COG2;22796;protein-coding
ABCB10;23456;protein-coding
NTPCR;84284;protein-coding
TAF5L;27097;protein-coding
GLUL;2752;protein-coding
STX6;10228;protein-coding
RNASEL;6041;protein-coding
DHX9;1660;protein-coding
KIAA1614;57710;protein-coding
CEP350;9857;protein-coding
NPL;80896;protein-coding
NIBAN1;116496;protein-coding
PIGC;5279;protein-coding
LAMC1;3915;protein-coding
RC3H1;149041;protein-coding
GPR55;9290;protein-coding
SP110;3431;protein-coding
MRPL44;65080;protein-coding
DOCK10;55619;protein-coding
TTLL4;9654;protein-coding
USP37;57695;protein-coding
HTR2B;3357;protein-coding
ITM2C;81618;protein-coding
SLC19A3;80704;protein-coding
SERPINE2;5270;protein-coding
DNAJB2;3300;protein-coding
WNT10A;80326;protein-coding
TMBIM1;64114;protein-coding
CYP27A1;1593;protein-coding
EIF4E2;9470;protein-coding
ARMC9;80210;protein-coding
CAB39;51719;protein-coding
COX5B;1329;protein-coding
REV1;51455;protein-coding
TSGA10;80705;protein-coding
MFSD9;84804;protein-coding
TMEM127;55654;protein-coding
TGFBRAP1;9392;protein-coding
GCC2;9648;protein-coding
MRPS9;64965;protein-coding
GPR45;11250;protein-coding
C2orf49;79074;protein-coding
ANKRD36;375248;protein-coding
EPC2;26122;protein-coding
ARHGEF4;50649;protein-coding
ISCU;23479;protein-coding
ALDH1L2;160428;protein-coding
USP44;84101;protein-coding
SCYL2;55681;protein-coding
CKAP4;10970;protein-coding
PLXNC1;10154;protein-coding
APPL2;55198;protein-coding
PWP1;11137;protein-coding
DRAM1;55332;protein-coding
WASHC4;23325;protein-coding
SLC41A2;84102;protein-coding
VILL;50853;protein-coding
FLNB;2317;protein-coding
NEK3;4752;protein-coding
VPS36;51028;protein-coding
RNASEH2B;79621;protein-coding
CKAP2;26586;protein-coding
TBC1D4;9882;protein-coding
THSD1;55901;protein-coding
BORA;79866;protein-coding
LRCH1;23143;protein-coding
SUCLA2;8803;protein-coding
RCBTB1;55213;protein-coding
MED4;29079;protein-coding
PHF11;51131;protein-coding
COG3;83548;protein-coding
LMO7;4008;protein-coding
SCEL;8796;protein-coding
ITM2B;9445;protein-coding
SPRY2;10253;protein-coding
NUDT15;55270;protein-coding
EDNRB;1910;protein-coding
RCBTB2;1102;protein-coding
LCP1;3936;protein-coding
SETDB2;83852;protein-coding
SCRN1;9805;protein-coding
C7orf25;79020;protein-coding
TNS3;64759;protein-coding
SPDYE1;285955;protein-coding
CHST12;55501;protein-coding
IGF2BP3;10643;protein-coding
GPNMB;10457;protein-coding
RAPGEF5;9771;protein-coding
RAC1;5879;protein-coding
KDELR2;11014;protein-coding
NUP42;11097;protein-coding
IL6;3569;protein-coding
ZDHHC4;55146;protein-coding
BZW2;28969;protein-coding
TBRG4;9238;protein-coding
DDX56;54606;protein-coding
HUS1;3364;protein-coding
NACAD;23148;protein-coding
DBNL;28988;protein-coding
CCM2;83605;protein-coding
MYO1G;64005;protein-coding
TTYH3;80727;protein-coding
TTC5;91875;protein-coding
